"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","ImmFactor"
"3632",75,76,79,88,50,71,6,91,95,78,16,83,63,58,1,"favorable"
"3633",79,91,81,95,31,97,98,21,31,3,10,73,49,97,50,"unfavorable"
"3634",99,86,98,86,97,97,100,99,94,92,99,95,99,91,97,"favorable"
"3635",99,100,99,100,100,100,89,100,95,92,11,99,99,90,0,"favorable"
"3636",95,95,95,95,95,95,95,0,90,0,90,95,50,95,0,"favorable"
"3637",75,75,75,76,76,77,75,25,73,1,50,75,16,100,19,"lightly favorable"
"3638",12,80,39,51,10,62,89,35,27,20,33,36,25,83,68,"unfavorable"
"3639",94,80,95,57,69,90,82,68,77,90,67,77,82,90,58,"favorable"
"3640",50,50,50,50,50,50,50,50,50,46,11,50,50,76,0,"unfavorable"
"3641",50,60,44,34,7,57,90,41,31,6,4,31,33,99,93,"unfavorable"
"3642",11,97,88,83,6,83,93,50,38,1,NA,87,95,96,NA,"unfavorable"
"3643",50,79,100,100,1,51,51,2,50,1,2,50,2,91,50,"unfavorable"
"3644",100,100,100,99,99,100,99,100,100,99,NA,99,100,99,NA,"favorable"
"3645",77,77,78,80,NA,77,76,NA,58,NA,21,NA,40,77,31,"lightly favorable"
"3646",60,62,83,94,52,51,61,75,56,96,41,5,45,51,50,"lightly favorable"
"3647",90,89,90,91,59,90,91,11,49,5,17,60,41,92,47,"unfavorable"
"3648",100,100,100,100,11,50,100,6,50,1,50,100,10,99,5,"unfavorable"
"3649",75,75,75,75,51,75,100,6,94,6,50,6,25,97,90,"favorable"
"3650",90,100,50,79,46,100,99,5,41,81,12,1,100,100,52,"unfavorable"
"3651",8,77,16,51,4,70,100,8,3,0,10,50,2,97,74,"strongly unfaborable"
"3652",91,89,92,98,84,98,99,19,75,5,13,53,99,82,55,"lightly favorable"
"3653",89,90,92,91,94,95,91,32,95,94,60,94,39,42,30,"favorable"
"3654",43,100,47,99,18,86,100,0,80,0,13,34,26,79,50,"favorable"
"3655",50,50,50,50,50,50,90,55,50,50,11,45,70,60,0,"unfavorable"
"3656",100,100,100,100,100,100,100,100,100,100,100,100,1,100,100,"favorable"
"3657",50,52,51,51,6,50,80,1,50,1,2,50,1,79,NA,"unfavorable"
"3658",79,79,77,79,79,80,79,79,80,50,30,80,50,81,50,"favorable"
"3659",82,81,82,81,81,81,81,82,81,81,5,81,80,50,5,"favorable"
"3660",90,51,91,80,78,82,79,79,91,100,19,90,90,38,0,"favorable"
"3661",NA,NA,100,NA,NA,100,NA,NA,NA,NA,NA,100,NA,100,NA,NA
"3662",100,41,100,100,100,100,50,90,99,100,31,100,100,50,NA,"favorable"
"3663",50,100,50,50,50,50,50,51,46,0,50,50,100,100,NA,"unfavorable"
"3664",68,76,81,80,48,75,73,50,70,70,27,50,80,65,0,"lightly favorable"
"3665",75,80,50,75,45,65,75,10,40,70,50,10,50,60,NA,"unfavorable"
"3666",56,59,59,52,45,NA,53,NA,65,35,48,58,60,56,NA,"lightly favorable"
"3667",50,70,50,50,50,50,80,40,50,1,1,50,50,60,50,"unfavorable"
"3668",51,50,63,48,27,73,50,1,25,3,50,48,31,91,33,"strongly unfaborable"
"3669",75,75,75,75,75,75,50,50,75,50,0,75,50,95,1,"lightly favorable"
"3670",100,100,100,100,100,100,100,80,97,1,100,100,25,100,NA,"favorable"
"3671",97,56,91,94,97,100,58,97,79,98,4,99,98,13,NA,"favorable"
"3672",80,100,88,98,2,99,99,11,11,1,2,72,2,99,2,"strongly unfaborable"
"3673",74,70,73,76,67,66,56,50,50,50,40,76,71,80,2,"unfavorable"
"3674",74,52,81,75,75,93,52,93,77,81,9,69,78,75,1,"favorable"
"3675",89,75,90,90,74,80,95,60,80,99,75,80,95,76,2,"favorable"
"3676",71,86,80,43,31,91,51,31,78,1,43,48,14,94,NA,"favorable"
"3677",98,94,80,94,21,93,96,23,51,2,24,99,18,100,78,"lightly favorable"
"3678",55,41,53,39,11,77,25,11,47,1,39,19,11,95,9,"unfavorable"
"3679",84,90,80,80,65,99,97,51,26,3,50,100,50,95,50,"unfavorable"
"3680",75,36,90,86,75,61,80,70,94,74,4,89,33,73,NA,"favorable"
"3681",95,77,90,49,50,89,94,77,96,95,11,13,98,91,50,"favorable"
"3682",50,90,81,70,51,98,98,6,NA,7,51,50,31,90,NA,NA
"3683",NA,NA,NA,100,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684",50,50,50,51,0,51,0,54,50,60,11,60,51,22,1,"unfavorable"
"3685",78,74,78,NA,74,78,84,78,79,49,NA,88,NA,91,NA,"favorable"
"3686",75,81,62,51,31,82,91,13,51,2,51,51,11,100,3,"lightly favorable"
"3687",50,50,50,50,50,50,51,15,50,1,8,50,2,95,3,"unfavorable"
"3688",51,50,51,50,50,50,70,7,3,3,30,30,21,79,50,"strongly unfaborable"
"3689",NA,86,90,84,41,88,90,29,77,15,27,50,8,75,43,"favorable"
"3690",51,51,81,80,30,50,81,2,50,2,41,51,10,91,80,"unfavorable"
"3691",89,90,89,73,46,100,100,40,50,49,50,56,31,96,NA,"unfavorable"
"3692",94,96,94,98,98,56,91,87,97,60,96,69,81,70,94,"favorable"
"3693",27,54,51,29,NA,53,72,NA,26,NA,18,48,8,100,NA,"unfavorable"
"3694",96,97,99,99,81,98,99,15,75,10,49,93,41,98,NA,"lightly favorable"
"3695",70,31,21,50,1,70,41,0,21,0,50,40,0,91,0,"strongly unfaborable"
"3696",100,100,100,100,30,100,100,30,50,30,50,50,31,100,29,"unfavorable"
"3697",99,99,100,100,NA,99,100,0,76,0,30,51,31,100,28,"favorable"
"3698",92,NA,51,67,75,NA,15,100,99,91,0,NA,100,91,0,"favorable"
"3699",41,54,52,63,46,50,43,49,40,8,20,45,41,59,37,"unfavorable"
"3700",80,31,91,81,77,81,51,67,92,60,26,63,71,52,0,"favorable"
"3701",50,50,50,50,25,50,96,10,50,10,50,0,10,90,50,"unfavorable"
"3702",73,84,52,76,68,72,89,36,70,60,2,76,73,85,NA,"lightly favorable"
"3703",91,88,89,62,69,84,71,82,91,70,66,93,88,99,NA,"favorable"
"3704",73,76,76,77,81,76,78,58,72,33,16,64,70,79,4,"lightly favorable"
"3705",25,81,2,79,2,74,99,3,48,0,51,2,18,88,75,"unfavorable"
"3706",50,50,50,50,50,50,75,50,50,50,11,50,100,96,NA,"unfavorable"
"3707",70,95,70,75,1,81,95,5,NA,1,50,75,2,96,0,NA
"3708",100,100,99,100,30,100,100,29,100,0,100,50,0,100,0,"favorable"
"3709",100,98,99,100,99,100,99,77,96,6,90,94,6,98,91,"favorable"
"3710",90,91,91,91,88,90,70,90,89,62,42,89,69,80,12,"favorable"
"3711",1,83,20,66,NA,79,0,1,1,0,44,1,2,100,NA,"strongly unfaborable"
"3712",86,80,93,90,99,98,51,93,96,97,2,95,98,30,3,"favorable"
"3713",100,99,100,99,0,99,100,1,2,0,50,100,0,100,50,"strongly unfaborable"
"3714",100,53,53,53,50,99,54,95,58,78,51,97,50,53,3,"lightly favorable"
"3715",90,90,90,82,3,81,79,30,52,3,31,3,51,81,91,"lightly favorable"
"3716",50,50,50,50,50,90,100,6,50,6,31,3,11,90,31,"unfavorable"
"3717",84,75,90,93,100,91,34,98,91,88,22,99,100,34,4,"favorable"
"3718",91,83,92,84,23,97,100,7,55,9,55,13,16,100,68,"lightly favorable"
"3719",50,50,50,50,30,50,81,10,50,10,21,30,31,99,NA,"unfavorable"
"3720",84,82,81,80,NA,100,100,NA,80,NA,51,50,NA,100,50,"favorable"
"3721",63,76,75,61,46,100,95,1,50,NA,27,50,4,92,6,"unfavorable"
"3722",99,100,97,97,81,100,98,31,80,45,30,100,10,99,51,"favorable"
"3723",60,70,75,75,55,70,90,24,1,1,20,NA,30,91,50,"strongly unfaborable"
"3724",63,93,62,58,NA,88,98,NA,NA,NA,10,NA,NA,63,NA,NA
"3725",71,72,69,70,66,71,80,46,61,10,41,51,60,60,NA,"lightly favorable"
"3726",51,53,52,55,54,55,54,21,54,5,50,53,17,74,54,"lightly favorable"
"3727",50,50,50,50,1,50,50,1,4,1,11,2,3,81,10,"strongly unfaborable"
"3728",96,93,80,86,66,96,96,11,85,10,50,75,43,97,90,"favorable"
"3729",80,80,79,80,80,80,80,75,80,40,40,80,70,90,50,"favorable"
"3730",98,88,90,89,21,91,89,49,49,12,21,90,53,99,50,"unfavorable"
"3731",68,89,69,40,20,91,95,30,23,9,50,21,20,95,31,"strongly unfaborable"
"3732",72,71,72,69,53,73,70,21,69,26,54,71,12,91,53,"lightly favorable"
"3733",40,51,50,51,30,28,50,7,27,9,51,2,39,31,50,"unfavorable"
"3734",100,89,100,100,100,99,50,100,100,100,NA,100,81,50,NA,"favorable"
"3735",80,50,60,60,51,60,99,55,52,9,80,81,52,79,19,"lightly favorable"
"3736",50,94,1,46,NA,51,100,51,NA,0,NA,49,NA,100,50,NA
"3737",80,100,81,97,0,100,80,0,5,0,90,NA,80,97,50,"strongly unfaborable"
"3738",81,67,75,82,65,72,63,41,67,55,31,71,50,62,46,"lightly favorable"
"3739",72,74,84,85,51,75,97,4,86,44,50,1,3,94,2,"favorable"
"3740",94,95,97,50,100,100,100,50,95,50,41,50,50,100,49,"favorable"
"3741",40,50,50,50,31,50,91,31,49,1,18,50,50,95,NA,"unfavorable"
"3742",NA,92,27,48,89,80,82,98,93,NA,69,27,36,92,24,"favorable"
"3743",74,77,73,85,62,81,92,32,75,NA,67,77,NA,90,NA,"lightly favorable"
"3744",85,91,91,91,0,96,100,0,70,0,50,0,7,94,NA,"lightly favorable"
"3745",72,72,47,81,NA,82,88,NA,44,NA,NA,NA,NA,97,NA,"unfavorable"
"3746",59,66,40,66,12,42,23,NA,55,0,NA,84,NA,85,NA,"lightly favorable"
"3747",NA,NA,87,57,19,6,99,48,4,NA,27,73,NA,NA,NA,"strongly unfaborable"
"3748",0,95,0,80,0,75,100,20,0,0,0,50,10,80,65,"strongly unfaborable"
"3749",66,74,69,100,28,100,98,21,98,0,1,91,0,80,51,"favorable"
"3750",60,85,61,85,65,78,65,6,67,1,67,17,11,95,9,"lightly favorable"
"3751",50,75,75,75,25,75,75,25,50,0,50,50,0,99,50,"unfavorable"
"3752",NA,NA,69,NA,NA,NA,81,NA,NA,2,NA,53,NA,93,NA,NA
"3753",51,51,53,51,61,70,99,50,72,20,25,53,21,73,10,"lightly favorable"
"3754",85,90,90,94,81,89,67,80,89,65,55,90,70,93,0,"favorable"
"3755",60,60,60,60,60,60,51,60,60,46,22,81,76,66,0,"lightly favorable"
"3756",0,91,0,49,0,1,48,0,1,0,1,48,48,81,46,"strongly unfaborable"
"3757",68,60,86,91,74,92,87,26,85,17,25,69,12,87,53,"favorable"
"3758",91,93,88,93,87,93,30,82,87,76,8,99,88,61,1,"favorable"
"3759",52,57,50,52,55,58,52,56,57,59,52,54,49,50,55,"lightly favorable"
"3760",81,91,92,79,82,90,92,99,71,70,40,78,100,90,51,"lightly favorable"
"3761",76,97,80,78,10,91,99,NA,9,6,4,3,6,98,75,"strongly unfaborable"
"3762",100,100,98,98,99,99,100,10,100,0,100,5,2,100,8,"favorable"
"3763",96,59,94,96,96,97,91,100,94,80,27,89,100,36,NA,"favorable"
"3764",1,91,26,55,0,99,99,52,0,0,0,0,80,53,0,"strongly unfaborable"
"3765",79,50,4,50,51,79,100,12,3,5,50,50,3,99,44,"strongly unfaborable"
"3766",80,6,75,78,80,79,26,80,52,94,11,4,79,31,3,"lightly favorable"
"3767",25,96,75,81,73,84,79,24,58,6,9,92,95,19,4,"lightly favorable"
"3768",76,94,63,72,60,25,81,38,71,28,48,51,26,96,50,"lightly favorable"
"3769",86,91,84,88,81,89,71,48,80,54,61,89,55,80,NA,"favorable"
"3770",80,90,89,81,2,90,93,40,89,2,30,50,5,93,50,"favorable"
"3771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3772",NA,77,55,NA,NA,49,98,NA,55,77,NA,NA,78,81,NA,"lightly favorable"
"3773",27,95,16,44,0,100,99,0,2,2,19,1,13,100,NA,"strongly unfaborable"
"3774",100,100,100,100,100,100,100,99,100,3,10,100,79,100,100,"favorable"
"3775",90,90,75,90,90,90,90,60,90,1,60,90,60,90,60,"favorable"
"3776",76,63,89,82,72,80,46,75,82,51,39,63,76,53,1,"favorable"
"3777",100,90,99,80,70,97,23,92,88,100,1,76,100,7,2,"favorable"
"3778",100,100,100,100,0,75,90,25,50,0,50,50,0,100,50,"unfavorable"
"3779",100,100,100,100,70,100,100,10,50,1,80,100,9,100,41,"unfavorable"
"3780",72,42,78,69,81,81,30,84,80,82,11,76,51,78,12,"favorable"
"3781",78,96,98,91,51,98,99,46,77,3,29,45,32,98,NA,"favorable"
"3782",100,100,100,100,100,100,1,100,100,100,0,100,100,100,0,"favorable"
"3783",52,88,61,85,30,86,90,70,40,21,40,82,70,96,40,"unfavorable"
"3784",100,39,50,50,51,50,50,NA,NA,49,43,52,NA,36,NA,NA
"3785",60,85,50,80,20,80,85,20,60,0,70,70,20,90,35,"lightly favorable"
"3786",90,94,91,95,29,95,95,50,90,NA,50,80,6,94,5,"favorable"
"3787",82,69,81,82,78,61,0,79,87,90,0,93,84,58,0,"favorable"
"3788",51,51,51,68,50,51,89,28,51,30,50,50,27,76,50,"lightly favorable"
"3789",3,100,75,88,2,90,100,2,30,2,81,14,0,100,100,"unfavorable"
"3790",100,100,99,100,79,100,96,60,91,1,97,100,66,100,NA,"favorable"
"3791",100,99,98,100,100,99,87,100,90,39,11,100,78,25,4,"favorable"
"3792",100,75,100,100,95,100,52,100,90,100,5,100,79,80,2,"favorable"
"3793",86,85,71,50,71,69,80,60,61,50,41,89,59,90,NA,"lightly favorable"
"3794",75,80,75,75,0,90,100,0,40,0,30,0,0,85,NA,"unfavorable"
"3795",86,72,100,67,72,82,42,100,100,70,NA,100,100,48,NA,"favorable"
"3796",17,86,25,17,8,69,94,29,9,3,16,71,50,96,75,"strongly unfaborable"
"3797",50,50,50,50,40,90,100,30,50,10,30,46,41,50,NA,"unfavorable"
"3798",35,98,10,50,0,10,91,45,55,0,5,20,80,95,NA,"lightly favorable"
"3799",100,100,100,100,10,100,100,20,100,1,50,95,25,100,NA,"favorable"
"3800",100,68,100,100,94,100,34,100,89,100,12,100,85,59,NA,"favorable"
"3801",78,75,84,79,71,80,74,36,72,71,6,83,44,79,18,"lightly favorable"
"3802",80,77,81,80,81,80,49,80,77,94,16,97,33,33,0,"favorable"
"3803",52,80,52,52,25,80,100,26,51,1,50,50,2,99,1,"lightly favorable"
"3804",70,65,60,70,70,50,50,75,70,60,0,70,75,70,0,"lightly favorable"
"3805",94,95,90,97,42,95,100,47,65,2,86,58,24,100,51,"lightly favorable"
"3806",51,50,59,71,70,63,50,41,47,18,25,100,50,88,20,"unfavorable"
"3807",61,81,10,53,NA,100,100,NA,11,NA,32,31,6,100,80,"strongly unfaborable"
"3808",78,73,79,52,74,74,77,19,74,27,27,78,9,72,3,"lightly favorable"
"3809",34,90,41,36,NA,68,100,56,50,NA,30,15,62,90,NA,"unfavorable"
"3810",99,75,78,79,92,100,81,53,91,16,50,21,20,91,97,"favorable"
"3811",100,100,100,100,0,99,99,27,51,0,3,75,2,100,50,"lightly favorable"
"3812",99,98,NA,NA,4,100,100,NA,NA,4,98,NA,NA,97,NA,NA
"3813",NA,NA,91,90,51,90,90,27,51,6,50,80,16,100,NA,"lightly favorable"
"3814",81,100,12,0,0,90,100,52,10,0,51,0,0,100,0,"strongly unfaborable"
"3815",62,62,59,74,28,80,88,26,50,3,54,54,26,77,50,"unfavorable"
"3816",80,80,80,80,75,80,80,41,80,3,36,80,21,36,50,"favorable"
"3817",99,98,97,97,6,98,98,8,96,2,87,15,91,99,25,"favorable"
"3818",81,100,50,52,4,98,98,2,51,21,51,50,2,99,51,"lightly favorable"
"3819",100,100,99,99,40,99,99,50,99,NA,49,100,26,100,NA,"favorable"
"3820",79,80,NA,89,51,95,95,NA,79,2,NA,80,20,98,NA,"favorable"
"3821",98,100,9,94,99,89,98,87,86,94,16,16,96,99,99,"favorable"
"3822",100,66,94,100,54,97,100,0,88,0,51,51,0,100,0,"favorable"
"3823",95,95,95,95,55,95,98,20,95,5,80,90,20,95,95,"favorable"
"3824",63,90,86,81,20,93,87,30,50,9,51,80,3,99,73,"unfavorable"
"3825",100,100,100,100,75,100,80,4,100,0,75,100,0,70,1,"favorable"
"3826",50,56,63,53,27,67,86,38,50,7,74,31,50,90,56,"unfavorable"
"3827",59,17,56,85,86,75,22,97,84,44,5,60,87,45,1,"favorable"
"3828",NA,87,64,78,NA,87,87,NA,13,NA,31,NA,31,100,34,"strongly unfaborable"
"3829",100,70,100,85,55,85,40,95,90,96,2,100,75,70,0,"favorable"
"3830",60,80,70,79,30,84,80,31,80,6,22,50,12,90,NA,"favorable"
"3831",4,6,2,36,29,0,0,89,1,0,1,50,81,1,NA,"strongly unfaborable"
"3832",78,89,60,69,5,77,79,26,29,10,41,12,11,41,NA,"unfavorable"
"3833",50,50,50,80,50,50,40,50,50,40,30,50,40,80,1,"unfavorable"
"3834",28,48,66,70,2,34,45,56,17,5,43,78,54,79,45,"strongly unfaborable"
"3835",57,63,79,75,61,NA,81,56,62,31,12,60,56,75,9,"lightly favorable"
"3836",52,74,83,50,NA,NA,98,NA,2,NA,NA,NA,NA,100,NA,"strongly unfaborable"
"3837",44,16,70,67,70,52,51,28,11,52,8,36,37,47,6,"strongly unfaborable"
"3838",90,91,NA,91,80,91,NA,2,91,0,80,NA,11,96,0,"favorable"
"3839",75,73,50,41,42,31,50,45,51,28,7,49,91,98,2,"lightly favorable"
"3840",56,56,56,56,50,55,48,56,50,50,1,100,1,56,NA,"unfavorable"
"3841",75,75,78,76,36,80,77,3,71,11,41,73,5,79,NA,"lightly favorable"
"3842",47,50,66,58,6,84,50,19,33,4,3,30,48,100,7,"unfavorable"
"3843",95,95,95,80,50,95,95,15,80,5,60,50,15,95,NA,"favorable"
"3844",50,63,49,78,10,45,73,11,36,6,39,9,2,93,69,"unfavorable"
"3845",35,51,52,88,54,17,10,NA,60,20,0,50,50,48,4,"lightly favorable"
"3846",99,100,100,100,50,99,99,51,31,2,49,50,30,100,NA,"unfavorable"
"3847",98,100,99,100,25,100,100,8,75,2,69,42,3,100,71,"lightly favorable"
"3848",99,99,94,99,50,99,99,11,51,1,50,81,46,100,60,"lightly favorable"
"3849",51,17,100,50,90,75,6,50,50,51,0,100,80,30,0,"unfavorable"
"3850",85,85,85,80,50,85,90,50,85,10,25,76,70,100,50,"favorable"
"3851",50,51,51,50,20,51,89,11,51,1,51,50,9,95,NA,"lightly favorable"
"3852",97,99,74,95,39,100,100,50,70,0,40,81,51,100,91,"lightly favorable"
"3853",90,98,78,77,80,100,99,3,43,NA,11,11,79,98,30,"unfavorable"
"3854",76,85,76,77,66,75,80,55,76,27,15,80,52,87,3,"favorable"
"3855",47,85,95,84,26,92,96,0,45,0,51,41,14,100,44,"unfavorable"
"3856",78,50,53,51,50,78,81,51,51,9,53,50,14,99,29,"lightly favorable"
"3857",60,60,60,60,60,60,100,25,50,1,50,50,40,90,NA,"unfavorable"
"3858",89,94,86,78,31,89,95,9,24,9,76,28,7,97,6,"strongly unfaborable"
"3859",50,50,50,50,0,50,25,0,0,0,0,50,0,6,0,"strongly unfaborable"
"3860",100,100,100,100,3,100,92,4,50,0,3,2,9,50,90,"unfavorable"
"3861",90,95,95,95,94,96,54,91,95,66,29,97,61,71,3,"favorable"
"3862",50,50,28,51,27,40,40,50,38,43,4,31,47,53,50,"unfavorable"
"3863",50,50,50,50,25,50,50,25,50,1,50,50,50,75,50,"unfavorable"
"3864",100,100,100,100,35,100,100,25,99,0,50,65,25,100,51,"favorable"
"3865",90,90,90,90,90,90,75,95,90,90,70,90,75,85,0,"favorable"
"3866",100,100,100,100,100,100,100,100,100,100,0,100,100,100,NA,"favorable"
"3867",79,60,76,94,10,78,58,70,27,25,26,76,21,94,68,"unfavorable"
"3868",87,92,63,55,77,66,100,82,54,98,51,100,NA,95,77,"lightly favorable"
"3869",46,81,78,50,31,80,80,2,50,0,41,63,49,100,10,"unfavorable"
"3870",50,NA,0,50,0,50,100,NA,0,0,0,0,99,100,NA,"strongly unfaborable"
"3871",39,74,21,NA,6,NA,95,NA,1,2,NA,0,NA,91,NA,"strongly unfaborable"
"3872",50,61,31,34,12,44,70,21,46,10,6,29,6,24,6,"unfavorable"
"3873",47,79,71,74,67,64,83,64,61,23,8,98,100,100,51,"lightly favorable"
"3874",40,80,28,38,31,45,50,36,36,32,29,45,55,50,56,"unfavorable"
"3875",79,83,50,32,50,50,90,NA,30,0,28,NA,50,100,NA,"unfavorable"
"3876",70,81,78,90,2,92,96,31,51,NA,49,76,8,95,53,"lightly favorable"
"3877",58,55,84,64,41,81,85,14,45,54,50,45,22,56,NA,"unfavorable"
"3878",58,50,50,52,47,49,50,48,49,49,11,3,68,40,NA,"unfavorable"
"3879",100,100,100,100,100,100,100,100,100,NA,26,100,NA,100,NA,"favorable"
"3880",68,46,98,88,78,67,23,93,87,99,10,97,100,23,9,"favorable"
"3881",62,72,73,56,0,91,100,0,26,0,51,NA,4,100,100,"unfavorable"
"3882",100,98,100,100,7,100,100,24,62,10,13,8,31,100,82,"lightly favorable"
"3883",16,50,13,89,0,100,100,0,64,0,1,0,1,67,0,"lightly favorable"
"3884",100,100,90,89,30,31,94,31,9,100,28,100,79,70,51,"strongly unfaborable"
"3885",100,91,100,100,100,100,42,100,100,100,60,100,100,80,0,"favorable"
"3886",NA,100,59,NA,9,63,80,8,NA,NA,19,59,9,71,NA,NA
"3887",80,91,50,81,11,93,100,NA,66,3,18,51,50,100,NA,"lightly favorable"
"3888",30,50,40,79,41,79,10,100,28,19,20,99,17,18,2,"unfavorable"
"3889",100,100,100,100,50,100,100,99,80,50,30,81,100,70,NA,"favorable"
"3890",51,86,84,93,9,83,96,9,52,0,2,53,0,99,50,"lightly favorable"
"3891",84,93,96,18,11,93,99,3,86,1,64,83,3,96,11,"favorable"
"3892",50,50,11,50,6,50,50,50,11,3,11,50,3,90,NA,"strongly unfaborable"
"3893",100,100,100,100,100,98,94,NA,100,100,53,100,82,NA,NA,"favorable"
"3894",73,70,75,50,52,55,52,76,74,75,22,56,78,96,27,"lightly favorable"
"3895",99,99,100,100,100,99,100,50,100,NA,51,99,NA,100,NA,"favorable"
"3896",71,78,0,50,3,79,17,50,0,79,6,39,2,12,NA,"strongly unfaborable"
"3897",100,100,100,100,100,100,10,100,100,100,0,100,100,80,0,"favorable"
"3898",79,84,80,86,69,90,94,80,79,52,60,59,80,78,6,"favorable"
"3899",70,69,100,75,82,97,99,52,56,51,51,50,75,99,24,"lightly favorable"
"3900",79,84,51,81,1,84,89,3,30,0,28,45,4,97,0,"unfavorable"
"3901",76,50,77,54,50,79,97,NA,50,NA,NA,51,NA,72,50,"unfavorable"
"3902",66,91,33,63,22,50,48,10,34,NA,42,58,30,72,10,"unfavorable"
"3903",81,96,91,91,20,95,95,5,25,1,50,50,22,95,51,"strongly unfaborable"
"3904",75,52,75,75,52,79,41,98,77,80,24,94,33,50,7,"favorable"
"3905",100,28,99,81,75,88,31,97,88,71,8,90,100,90,2,"favorable"
"3906",90,90,100,100,90,100,50,80,80,90,10,100,100,95,NA,"favorable"
"3907",67,78,63,77,62,75,72,77,52,38,11,84,33,96,NA,"lightly favorable"
"3908",70,62,44,52,68,70,58,84,50,63,25,100,52,79,5,"unfavorable"
"3909",86,10,84,63,79,71,40,80,90,85,3,70,71,26,3,"favorable"
"3910",89,78,60,95,30,91,96,31,51,11,69,52,12,89,30,"lightly favorable"
"3911",50,50,50,50,31,96,96,6,41,2,51,51,30,100,60,"unfavorable"
"3912",83,100,51,68,54,75,100,58,84,63,53,69,100,100,NA,"favorable"
"3913",78,94,58,60,50,89,96,52,72,NA,59,83,NA,100,37,"lightly favorable"
"3914",60,86,53,59,5,50,71,44,5,4,24,31,15,90,48,"strongly unfaborable"
"3915",100,99,99,99,100,99,99,99,100,100,51,99,99,99,2,"favorable"
"3916",100,100,100,100,100,100,100,100,100,100,0,100,95,25,0,"favorable"
"3917",100,100,100,100,100,100,100,100,100,50,0,100,100,100,0,"favorable"
"3918",67,52,60,41,50,73,88,33,66,32,23,45,50,80,49,"lightly favorable"
"3919",100,100,100,100,NA,100,100,NA,NA,2,NA,NA,0,100,20,NA
"3920",75,75,75,75,75,75,75,75,75,75,50,75,75,75,20,"lightly favorable"
"3921",NA,NA,NA,NA,NA,NA,NA,100,75,75,30,NA,80,25,0,"lightly favorable"
"3922",90,90,NA,86,51,NA,NA,95,NA,80,NA,91,NA,96,30,NA
"3923",57,85,38,49,40,72,99,22,73,18,12,28,55,89,79,"lightly favorable"
"3924",59,90,88,60,48,68,91,54,46,9,31,97,17,94,55,"unfavorable"
"3925",90,80,71,85,71,90,75,75,71,95,NA,70,80,70,NA,"lightly favorable"
"3926",100,93,99,90,89,88,50,94,86,95,8,99,100,82,4,"favorable"
"3927",NA,NA,1,NA,NA,1,NA,NA,1,0,NA,79,NA,79,NA,"strongly unfaborable"
"3928",100,100,100,100,100,100,47,100,100,100,15,100,100,100,NA,"favorable"
"3929",50,51,80,80,2,100,88,1,50,1,0,31,49,44,50,"unfavorable"
"3930",50,50,50,50,50,45,46,50,50,50,10,50,50,50,50,"unfavorable"
"3931",50,95,25,95,25,95,90,NA,20,NA,25,NA,25,95,NA,"strongly unfaborable"
"3932",100,100,70,99,41,100,100,1,31,0,NA,31,50,100,NA,"unfavorable"
"3933",100,100,100,100,75,100,100,50,70,70,5,51,10,100,11,"lightly favorable"
"3934",66,66,73,72,50,52,62,50,50,89,35,51,50,21,37,"unfavorable"
"3935",50,90,80,50,12,80,52,11,52,1,80,70,10,91,NA,"lightly favorable"
"3936",80,90,90,90,50,80,100,10,50,0,50,50,30,100,78,"unfavorable"
"3937",85,75,76,76,25,100,100,34,53,1,26,52,2,100,45,"lightly favorable"
"3938",50,49,100,80,31,50,97,0,5,0,2,0,1,95,2,"strongly unfaborable"
"3939",51,100,89,84,5,92,25,79,2,0,0,91,80,100,32,"strongly unfaborable"
"3940",78,85,83,82,4,92,98,15,3,3,60,31,11,99,55,"strongly unfaborable"
"3941",51,50,54,54,33,57,65,42,23,10,47,74,37,75,46,"strongly unfaborable"
"3942",99,79,74,81,74,76,100,75,67,98,61,66,51,77,63,"lightly favorable"
"3943",31,76,41,51,0,81,80,77,2,31,52,50,0,97,0,"strongly unfaborable"
"3944",87,93,90,89,58,85,98,18,77,2,26,84,84,100,6,"favorable"
"3945",87,81,28,29,2,91,92,47,21,8,31,39,83,98,25,"strongly unfaborable"
"3946",57,85,85,81,15,72,83,55,63,33,59,78,54,64,NA,"lightly favorable"
"3947",92,80,78,81,52,100,100,50,42,100,52,0,75,100,51,"unfavorable"
"3948",100,85,NA,NA,50,50,100,NA,NA,NA,NA,50,NA,100,NA,NA
"3949",25,48,47,25,44,54,41,25,35,45,45,25,16,45,19,"unfavorable"
"3950",84,92,74,86,44,99,100,5,48,2,53,9,16,96,15,"unfavorable"
"3951",89,87,81,90,51,91,96,NA,49,NA,50,51,NA,99,50,"unfavorable"
"3952",48,50,60,71,55,80,63,54,76,13,52,52,10,99,1,"favorable"
"3953",43,68,71,84,74,47,62,53,89,26,6,51,39,61,9,"favorable"
"3954",72,90,60,64,56,90,100,86,46,46,8,81,81,47,NA,"unfavorable"
"3955",50,25,50,75,50,50,80,0,75,25,0,50,100,25,25,"lightly favorable"
